Vehicle_ID,Lane,Frame,Timestamp_sec
9,1,1,0.03
8,1,1,0.03
7,1,1,0.03
6,1,1,0.03
5,1,1,0.03
4,1,1,0.03
3,1,1,0.03
2,1,1,0.03
1,1,1,0.03
11,1,9,0.3
10,1,9,0.3
12,1,17,0.57
13,1,26,0.87
14,1,33,1.1
15,2,39,1.3
17,1,44,1.47
18,2,46,1.53
19,1,48,1.6
20,1,62,2.07
21,1,74,2.47
22,1,83,2.77
23,1,108,3.6
27,1,111,3.7
26,1,111,3.7
25,1,111,3.7
29,1,114,3.8
30,1,115,3.83
28,1,118,3.93
31,1,119,3.97
32,1,132,4.4
33,1,150,5.0
34,1,152,5.07
36,1,168,5.6
35,1,169,5.63
38,1,179,5.97
39,1,185,6.17
40,1,187,6.23
41,1,193,6.43
37,1,193,6.43
42,1,196,6.53
43,1,207,6.9
45,1,209,6.97
47,1,218,7.27
48,1,224,7.47
49,1,225,7.5
50,1,230,7.67
51,1,233,7.77
52,1,243,8.1
53,1,245,8.17
54,1,248,8.27
57,1,281,9.37
58,1,315,10.5
59,1,316,10.53
61,1,327,10.9
62,1,333,11.1
63,1,341,11.37
65,1,345,11.5
66,1,348,11.6
69,1,354,11.8
68,1,354,11.8
67,1,354,11.8
73,1,360,12.0
72,1,360,12.0
74,1,361,12.03
75,1,362,12.07
76,1,368,12.27
80,1,376,12.53
82,1,386,12.87
83,1,394,13.13
84,1,406,13.53
85,1,410,13.67
88,1,432,14.4
87,1,432,14.4
90,1,445,14.83
92,1,471,15.7
94,1,492,16.4
95,1,494,16.47
96,1,497,16.57
97,1,504,16.8
98,1,512,17.07
100,1,516,17.2
99,1,516,17.2
101,1,517,17.23
102,1,531,17.7
103,1,547,18.23
104,1,550,18.33
105,1,567,18.9
107,1,582,19.4
108,1,601,20.03
109,1,615,20.5
110,1,624,20.8
111,1,630,21.0
112,1,634,21.13
113,1,654,21.8
116,1,677,22.57
118,1,683,22.77
117,1,684,22.8
119,1,686,22.87
120,1,699,23.3
122,1,701,23.37
123,1,703,23.43
121,1,703,23.43
124,1,707,23.57
126,1,713,23.77
125,1,713,23.77
127,1,721,24.03
128,1,731,24.37
129,1,745,24.83
130,1,746,24.87
131,1,747,24.9
132,1,749,24.97
134,1,754,25.13
133,1,758,25.27
135,1,770,25.67
137,1,779,25.97
136,1,782,26.07
138,1,793,26.43
139,1,794,26.47
140,1,796,26.53
142,1,799,26.63
141,1,799,26.63
143,1,803,26.77
144,1,818,27.27
145,1,830,27.67
146,1,843,28.1
148,2,845,28.17
147,1,845,28.17
149,1,852,28.4
150,1,855,28.5
151,1,866,28.87
152,1,874,29.13
153,1,881,29.37
154,1,887,29.57
155,1,893,29.77
158,1,894,29.8
159,1,906,30.2
160,1,912,30.4
161,1,916,30.53
163,1,929,30.97
165,2,980,32.67
166,2,982,32.73
167,1,1000,33.33
168,1,1015,33.83
169,1,1032,34.4
173,1,1041,34.7
172,2,1041,34.7
171,1,1041,34.7
170,1,1041,34.7
174,1,1056,35.2
175,1,1065,35.5
177,1,1071,35.7
178,1,1083,36.1
176,1,1083,36.1
179,1,1088,36.27
182,1,1106,36.87
183,1,1109,36.97
185,1,1114,37.13
186,1,1118,37.27
187,1,1135,37.83
188,1,1139,37.97
191,1,1157,38.57
193,1,1171,39.03
196,1,1174,39.13
195,1,1175,39.17
197,1,1188,39.6
199,2,1193,39.77
198,1,1204,40.13
200,1,1208,40.27
201,1,1212,40.4
203,1,1227,40.9
206,1,1271,42.37
207,1,1272,42.4
208,1,1282,42.73
209,1,1286,42.87
210,1,1306,43.53
212,1,1307,43.57
211,1,1307,43.57
213,1,1324,44.13
214,1,1331,44.37
216,1,1339,44.63
217,2,1345,44.83
218,1,1347,44.9
219,1,1350,45.0
220,1,1351,45.03
221,2,1354,45.13
222,1,1360,45.33
223,1,1364,45.47
225,1,1381,46.03
230,1,1400,46.67
226,1,1400,46.67
231,1,1403,46.77
232,1,1409,46.97
235,1,1417,47.23
236,1,1420,47.33
233,1,1420,47.33
237,1,1424,47.47
240,1,1432,47.73
241,1,1435,47.83
247,2,1443,48.1
246,1,1443,48.1
245,2,1444,48.13
242,1,1444,48.13
250,1,1448,48.27
251,1,1449,48.3
253,1,1459,48.63
255,1,1461,48.7
258,1,1483,49.43
257,1,1483,49.43
259,1,1487,49.57
263,1,1503,50.1
260,1,1504,50.13
261,1,1509,50.3
264,1,1510,50.33
265,2,1522,50.73
267,1,1528,50.93
269,1,1531,51.03
268,2,1531,51.03
270,1,1547,51.57
271,1,1548,51.6
273,1,1557,51.9
272,1,1558,51.93
275,1,1565,52.17
274,2,1565,52.17
276,2,1572,52.4
277,1,1583,52.77
280,1,1603,53.43
279,1,1603,53.43
281,1,1616,53.87
282,1,1628,54.27
284,1,1644,54.8
285,1,1646,54.87
286,1,1650,55.0
288,1,1674,55.8
287,1,1675,55.83
289,1,1680,56.0
291,1,1702,56.73
292,1,1706,56.87
293,1,1716,57.2
294,1,1743,58.1
297,1,1759,58.63
298,1,1766,58.87
299,1,1776,59.2
300,1,1793,59.77
302,1,1801,60.03
303,1,1802,60.07
305,1,1813,60.43
308,1,1847,61.57
309,1,1850,61.67
307,1,1850,61.67
310,1,1852,61.73
311,1,1853,61.77
312,1,1855,61.83
314,1,1891,63.03
315,1,1893,63.1
316,1,1894,63.13
317,1,1908,63.6
318,1,1915,63.83
319,1,1919,63.97
320,1,1924,64.13
322,1,1931,64.37
323,1,1939,64.63
325,1,1960,65.33
324,1,1961,65.37
326,1,1963,65.43
327,1,1969,65.63
328,1,1976,65.87
330,1,1984,66.13
331,1,1987,66.23
332,1,1988,66.27
336,1,2011,67.03
334,1,2017,67.23
338,1,2035,67.83
340,1,2044,68.13
341,1,2046,68.2
343,1,2051,68.37
339,1,2062,68.73
344,1,2070,69.0
345,1,2079,69.3
346,1,2082,69.4
348,1,2086,69.53
347,1,2086,69.53
349,1,2102,70.07
350,1,2103,70.1
351,1,2122,70.73
353,1,2134,71.13
354,1,2169,72.3
356,1,2178,72.6
355,1,2178,72.6
358,1,2235,74.5
360,1,2255,75.17
359,1,2255,75.17
361,1,2263,75.43
362,1,2269,75.63
363,1,2280,76.0
364,1,2287,76.23
365,1,2289,76.3
366,1,2301,76.7
367,1,2307,76.9
368,1,2316,77.2
369,1,2318,77.27
370,1,2333,77.77
371,1,2349,78.3
372,1,2371,79.03
373,1,2381,79.37
374,1,2382,79.4
375,1,2393,79.77
376,1,2402,80.07
378,1,2430,81.0
379,1,2455,81.83
380,1,2472,82.4
381,1,2481,82.7
382,1,2492,83.07
384,1,2529,84.3
385,1,2548,84.93
386,1,2556,85.2
387,1,2570,85.67
388,1,2591,86.37
389,1,2605,86.83
390,1,2642,88.07
391,1,2644,88.13
392,1,2671,89.03
393,1,2682,89.4
395,1,2695,89.83
396,1,2703,90.1
397,1,2712,90.4
398,1,2729,90.97
400,1,2738,91.27
399,1,2738,91.27
401,1,2755,91.83
402,1,2777,92.57
403,1,2798,93.27
404,1,2804,93.47
405,1,2819,93.97
406,1,2822,94.07
407,1,2844,94.8
409,1,2857,95.23
411,1,2867,95.57
410,1,2874,95.8
413,1,2910,97.0
415,1,2913,97.1
414,1,2923,97.43
416,1,2930,97.67
417,1,2943,98.1
418,1,2952,98.4
419,1,2966,98.87
421,1,2969,98.97
422,1,2974,99.13
423,1,2979,99.3
424,1,2995,99.83
425,1,2997,99.9
428,1,3035,101.17
429,1,3049,101.63
430,1,3071,102.37
431,1,3074,102.47
432,1,3077,102.57
433,1,3078,102.6
434,1,3082,102.73
435,1,3089,102.97
436,1,3094,103.13
437,1,3121,104.03
438,1,3122,104.07
439,1,3134,104.47
440,1,3146,104.87
442,1,3168,105.6
444,1,3182,106.07
443,1,3185,106.17
445,1,3191,106.37
446,1,3199,106.63
447,1,3212,107.07
448,1,3222,107.4
449,1,3226,107.53
450,1,3245,108.17
451,1,3255,108.5
452,1,3276,109.2
454,1,3287,109.57
455,1,3290,109.67
457,1,3293,109.77
458,1,3296,109.87
459,1,3311,110.37
460,2,3316,110.53
463,1,3327,110.9
465,1,3342,111.4
467,1,3345,111.5
466,1,3345,111.5
468,1,3346,111.53
469,1,3353,111.77
470,1,3356,111.87
472,1,3389,112.97
471,1,3389,112.97
473,1,3394,113.13
474,1,3409,113.63
476,1,3429,114.3
477,1,3432,114.4
478,1,3439,114.63
481,1,3453,115.1
483,1,3468,115.6
484,1,3474,115.8
485,1,3479,115.97
486,2,3491,116.37
487,1,3497,116.57
488,1,3512,117.07
489,1,3518,117.27
490,1,3531,117.7
491,1,3542,118.07
492,1,3544,118.13
493,1,3557,118.57
494,1,3567,118.9
495,1,3568,118.93
496,1,3577,119.23
497,1,3598,119.93
498,1,3611,120.37
499,1,3619,120.63
500,1,3625,120.83
501,2,3639,121.3
502,1,3643,121.43
503,1,3649,121.63
504,1,3652,121.73
506,1,3673,122.43
507,1,3707,123.57
508,1,3744,124.8
510,1,3756,125.2
509,1,3756,125.2
511,1,3758,125.27
512,1,3763,125.43
513,1,3784,126.13
515,1,3795,126.5
516,1,3835,127.83
517,1,3852,128.4
518,1,3862,128.73
519,1,3863,128.77
520,1,3864,128.8
521,1,3869,128.97
523,1,3884,129.47
524,1,3899,129.97
525,1,3903,130.1
528,1,3909,130.3
527,1,3909,130.3
529,1,3911,130.37
531,1,3915,130.5
533,1,3921,130.7
534,1,3926,130.87
535,1,3927,130.9
536,1,3932,131.07
537,1,3964,132.13
538,1,3973,132.43
539,1,3983,132.77
540,1,3999,133.3
541,1,4014,133.8
542,1,4031,134.37
544,1,4045,134.83
545,1,4046,134.87
543,1,4049,134.97
547,1,4062,135.4
549,1,4065,135.5
548,1,4065,135.5
550,1,4073,135.77
551,1,4088,136.27
553,1,4098,136.6
554,1,4099,136.63
555,1,4103,136.77
556,1,4105,136.83
559,1,4127,137.57
560,1,4130,137.67
558,2,4134,137.8
557,1,4136,137.87
561,2,4140,138.0
562,1,4144,138.13
564,1,4149,138.3
566,1,4157,138.57
567,1,4160,138.67
568,1,4163,138.77
569,1,4169,138.97
570,2,4174,139.13
571,1,4177,139.23
572,1,4191,139.7
574,1,4193,139.77
576,1,4198,139.93
577,2,4202,140.07
578,1,4208,140.27
579,1,4213,140.43
580,2,4225,140.83
581,1,4227,140.9
582,1,4234,141.13
584,1,4236,141.2
583,1,4238,141.27
585,1,4247,141.57
587,1,4275,142.5
588,1,4276,142.53
589,1,4294,143.13
590,1,4295,143.17
592,1,4313,143.77
593,1,4315,143.83
594,1,4319,143.97
595,1,4341,144.7
598,1,4348,144.93
600,1,4367,145.57
601,1,4371,145.7
603,1,4372,145.73
604,1,4381,146.03
605,1,4385,146.17
606,1,4396,146.53
608,2,4409,146.97
609,1,4416,147.2
610,1,4417,147.23
611,2,4420,147.33
612,1,4432,147.73
613,1,4433,147.77
614,1,4449,148.3
616,1,4458,148.6
617,1,4461,148.7
619,1,4472,149.07
620,1,4474,149.13
622,1,4501,150.03
623,1,4505,150.17
624,1,4516,150.53
625,1,4519,150.63
626,1,4523,150.77
627,1,4534,151.13
628,1,4540,151.33
629,1,4609,153.63
630,1,4631,154.37
632,1,4646,154.87
634,1,4665,155.5
633,1,4665,155.5
637,1,4667,155.57
635,1,4670,155.67
638,1,4674,155.8
640,1,4683,156.1
641,1,4685,156.17
639,1,4686,156.2
642,1,4687,156.23
643,1,4690,156.33
644,1,4692,156.4
645,1,4694,156.47
646,1,4700,156.67
647,2,4707,156.9
649,1,4717,157.23
650,1,4722,157.4
651,1,4731,157.7
652,1,4737,157.9
653,1,4741,158.03
654,1,4742,158.07
656,1,4749,158.3
657,1,4751,158.37
658,1,4754,158.47
660,1,4760,158.67
663,1,4766,158.87
664,1,4767,158.9
666,1,4776,159.2
668,1,4781,159.37
670,1,4784,159.47
671,1,4785,159.5
673,2,4794,159.8
675,1,4797,159.9
676,1,4800,160.0
667,1,4800,160.0
678,1,4803,160.1
681,1,4819,160.63
680,1,4819,160.63
682,1,4824,160.8
683,1,4831,161.03
684,1,4853,161.77
685,1,4855,161.83
686,1,4861,162.03
687,1,4862,162.07
688,1,4864,162.13
689,1,4874,162.47
691,1,4878,162.6
690,1,4878,162.6
692,1,4899,163.3
694,1,4900,163.33
693,1,4900,163.33
695,1,4918,163.93
696,1,4923,164.1
698,1,4929,164.3
697,1,4929,164.3
700,1,4933,164.43
699,1,4933,164.43
702,1,4954,165.13
701,1,4956,165.2
703,1,4961,165.37
704,1,4962,165.4
705,1,4981,166.03
708,1,4993,166.43
709,1,5000,166.67
710,1,5005,166.83
706,1,5005,166.83
712,1,5021,167.37
711,1,5026,167.53
715,1,5055,168.5
716,1,5057,168.57
714,1,5061,168.7
717,1,5067,168.9
718,2,5068,168.93
719,1,5074,169.13
720,1,5085,169.5
721,1,5088,169.6
722,1,5090,169.67
724,1,5100,170.0
723,1,5101,170.03
727,1,5107,170.23
729,1,5116,170.53
730,1,5125,170.83
731,1,5133,171.1
733,1,5134,171.13
732,1,5134,171.13
734,1,5135,171.17
735,1,5146,171.53
736,1,5149,171.63
737,1,5162,172.07
738,1,5165,172.17
739,1,5167,172.23
742,1,5174,172.47
741,1,5181,172.7
740,1,5185,172.83
744,1,5186,172.87
745,1,5210,173.67
747,1,5217,173.9
749,1,5230,174.33
751,1,5234,174.47
752,1,5235,174.5
750,1,5238,174.6
754,1,5245,174.83
755,1,5251,175.03
756,1,5252,175.07
757,1,5263,175.43
758,1,5266,175.53
760,1,5267,175.57
761,1,5278,175.93
764,1,5306,176.87
763,1,5319,177.3
766,1,5325,177.5
767,1,5334,177.8
768,1,5340,178.0
769,1,5347,178.23
771,1,5348,178.27
770,1,5348,178.27
772,1,5350,178.33
774,1,5368,178.93
776,2,5383,179.43
778,2,5391,179.7
779,1,5393,179.77
780,1,5395,179.83
781,1,5396,179.87
783,1,5403,180.1
782,1,5403,180.1
785,1,5411,180.37
786,1,5421,180.7
789,1,5425,180.83
793,1,5429,180.97
794,1,5430,181.0
791,1,5431,181.03
792,1,5432,181.07
795,1,5435,181.17
796,1,5442,181.4
798,1,5450,181.67
799,1,5459,181.97
800,1,5470,182.33
801,1,5493,183.1
802,1,5495,183.17
803,1,5509,183.63
804,1,5510,183.67
805,1,5514,183.8
806,1,5516,183.87
808,1,5527,184.23
809,1,5533,184.43
810,1,5535,184.5
811,1,5536,184.53
807,1,5538,184.6
813,1,5546,184.87
814,1,5548,184.93
815,1,5555,185.17
816,1,5557,185.23
817,1,5560,185.33
818,1,5561,185.37
820,1,5563,185.43
819,1,5563,185.43
821,1,5574,185.8
822,1,5575,185.83
824,1,5579,185.97
825,1,5595,186.5
826,1,5602,186.73
828,1,5603,186.77
830,1,5604,186.8
827,1,5604,186.8
832,1,5607,186.9
831,1,5609,186.97
835,1,5632,187.73
833,1,5632,187.73
836,1,5636,187.87
834,1,5641,188.03
838,1,5643,188.1
840,1,5644,188.13
839,1,5644,188.13
843,1,5658,188.6
842,1,5658,188.6
845,1,5665,188.83
846,2,5682,189.4
847,1,5688,189.6
848,1,5699,189.97
849,1,5706,190.2
850,1,5713,190.43
851,1,5715,190.5
852,1,5718,190.6
853,1,5732,191.07
854,1,5738,191.27
856,1,5745,191.5
857,1,5747,191.57
859,1,5756,191.87
855,1,5758,191.93
860,1,5767,192.23
862,1,5794,193.13
863,1,5806,193.53
864,1,5815,193.83
866,1,5821,194.03
867,2,5824,194.13
868,1,5825,194.17
869,2,5830,194.33
865,1,5830,194.33
870,1,5837,194.57
871,1,5841,194.7
872,1,5848,194.93
874,1,5861,195.37
873,2,5861,195.37
876,1,5863,195.43
878,1,5870,195.67
879,2,5882,196.07
880,1,5885,196.17
881,2,5887,196.23
882,1,5898,196.6
883,1,5900,196.67
884,1,5911,197.03
885,1,5914,197.13
886,2,5925,197.5
887,1,5928,197.6
888,1,5933,197.77
889,2,5934,197.8
890,1,5937,197.9
891,1,5940,198.0
892,1,5942,198.07
894,1,5954,198.47
896,1,5955,198.5
895,1,5955,198.5
897,1,5960,198.67
900,1,5970,199.0
899,1,5972,199.07
902,1,5985,199.5
905,1,5996,199.87
906,1,5997,199.9
907,1,6003,200.1
908,1,6004,200.13
910,1,6029,200.97
911,1,6038,201.27
912,1,6041,201.37
909,1,6046,201.53
913,1,6052,201.73
917,1,6068,202.27
920,1,6077,202.57
919,1,6085,202.83
922,1,6091,203.03
923,1,6093,203.1
925,1,6120,204.0
927,1,6123,204.1
926,1,6127,204.23
929,1,6142,204.73
928,1,6143,204.77
930,1,6147,204.9
936,1,6200,206.67
938,1,6220,207.33
939,1,6221,207.37
940,1,6223,207.43
937,1,6231,207.7
943,1,6238,207.93
944,1,6245,208.17
945,1,6247,208.23
947,1,6255,208.5
946,1,6265,208.83
949,1,6270,209.0
948,1,6270,209.0
951,1,6273,209.1
950,1,6273,209.1
952,1,6290,209.67
956,2,6315,210.5
958,1,6319,210.63
955,1,6323,210.77
960,1,6332,211.07
959,1,6332,211.07
961,1,6336,211.2
962,1,6339,211.3
964,1,6347,211.57
963,1,6347,211.57
965,1,6358,211.93
967,1,6366,212.2
968,1,6367,212.23
969,2,6369,212.3
966,1,6376,212.53
970,1,6377,212.57
971,1,6382,212.73
972,1,6409,213.63
973,1,6411,213.7
974,1,6412,213.73
975,1,6429,214.3
976,1,6433,214.43
977,1,6448,214.93
978,1,6459,215.3
979,1,6461,215.37
980,1,6462,215.4
981,1,6471,215.7
983,1,6490,216.33
984,1,6496,216.53
985,1,6503,216.77
986,1,6508,216.93
987,1,6514,217.13
988,1,6530,217.67
989,1,6541,218.03
990,1,6545,218.17
991,1,6563,218.77
992,1,6564,218.8
993,2,6568,218.93
994,1,6575,219.17
996,1,6582,219.4
997,2,6589,219.63
998,1,6590,219.67
999,1,6591,219.7
1000,1,6595,219.83
1002,1,6605,220.17
1001,1,6605,220.17
1004,1,6634,221.13
1003,1,6639,221.3
1005,1,6646,221.53
1006,1,6651,221.7
1007,1,6665,222.17
1008,1,6668,222.27
1009,1,6693,223.1
1010,1,6694,223.13
1012,1,6702,223.4
1013,1,6724,224.13
1014,1,6725,224.17
1015,1,6726,224.2
1017,1,6763,225.43
1018,1,6770,225.67
1019,1,6773,225.77
1022,1,6777,225.9
1021,1,6777,225.9
1020,1,6777,225.9
1024,1,6795,226.5
1025,1,6808,226.93
1026,1,6809,226.97
1028,2,6818,227.27
1029,2,6823,227.43
1030,1,6860,228.67
1031,1,6864,228.8
1033,1,6901,230.03
1034,1,6923,230.77
1036,1,6924,230.8
1035,1,6924,230.8
1038,1,6930,231.0
1037,1,6930,231.0
1039,1,6944,231.47
1040,1,6957,231.9
1041,1,6989,232.97
1042,1,7008,233.6
1043,1,7063,235.43
1044,1,7087,236.23
1045,1,7121,237.37
1046,1,7126,237.53
1047,1,7132,237.73
1048,1,7137,237.9
1049,1,7139,237.97
1050,1,7143,238.1
1051,1,7144,238.13
1052,1,7159,238.63
1053,1,7161,238.7
1054,1,7183,239.43
1055,1,7188,239.6
1056,1,7195,239.83
1057,1,7200,240.0
1059,1,7227,240.9
1060,1,7256,241.87
1061,2,7260,242.0
1062,2,7262,242.07
1064,1,7263,242.1
1063,1,7263,242.1
1065,1,7268,242.27
1067,1,7271,242.37
1066,1,7271,242.37
1069,1,7289,242.97
1070,1,7292,243.07
1071,1,7293,243.1
1073,1,7301,243.37
1072,1,7304,243.47
1074,1,7305,243.5
1075,1,7309,243.63
1076,2,7344,244.8
1077,1,7346,244.87
1078,1,7347,244.9
1079,1,7356,245.2
1080,1,7357,245.23
1081,1,7368,245.6
1083,1,7370,245.67
1084,1,7382,246.07
1086,1,7396,246.53
1088,2,7416,247.2
1089,2,7419,247.3
1090,1,7422,247.4
1091,1,7431,247.7
1092,1,7432,247.73
1093,1,7436,247.87
1094,1,7451,248.37
1095,1,7463,248.77
1096,1,7471,249.03
1098,1,7479,249.3
1099,1,7482,249.4
1100,1,7493,249.77
1101,1,7497,249.9
1102,1,7523,250.77
1103,1,7536,251.2
1104,1,7543,251.43
1105,1,7556,251.87
1106,1,7559,251.97
1107,1,7563,252.1
1108,1,7570,252.33
1109,1,7574,252.47
1110,1,7584,252.8
1112,1,7608,253.6
1111,2,7608,253.6
1113,1,7610,253.67
1114,1,7615,253.83
1115,1,7629,254.3
1116,1,7641,254.7
1117,1,7644,254.8
1118,1,7659,255.3
1120,1,7663,255.43
1119,1,7663,255.43
1121,1,7670,255.67
1122,1,7683,256.1
1124,1,7689,256.3
1125,1,7703,256.77
1126,1,7714,257.13
1128,1,7716,257.2
1129,1,7720,257.33
1130,1,7725,257.5
1131,1,7731,257.7
1132,1,7737,257.9
1133,1,7742,258.07
1134,1,7762,258.73
1135,1,7763,258.77
1136,1,7773,259.1
1139,1,7792,259.73
1138,1,7794,259.8
1141,1,7812,260.4
1143,1,7818,260.6
1142,1,7818,260.6
1144,1,7820,260.67
1146,1,7831,261.03
1145,1,7831,261.03
1147,1,7834,261.13
1148,1,7840,261.33
1150,1,7853,261.77
1151,1,7855,261.83
1152,1,7858,261.93
1153,1,7861,262.03
1154,1,7868,262.27
1155,1,7873,262.43
1156,1,7877,262.57
1157,1,7883,262.77
1158,1,7891,263.03
1160,1,7892,263.07
1159,2,7892,263.07
1161,1,7893,263.1
1162,1,7894,263.13
1163,1,7896,263.2
1164,1,7901,263.37
1167,1,7904,263.47
1166,1,7904,263.47
1165,1,7906,263.53
1168,1,7907,263.57
1169,1,7917,263.9
1170,1,7923,264.1
1171,1,7937,264.57
1172,1,7940,264.67
1174,1,7941,264.7
1173,1,7941,264.7
1175,1,7947,264.9
1176,1,7960,265.33
1177,1,7965,265.5
1178,1,7966,265.53
1179,1,7972,265.73
1180,1,7975,265.83
1183,1,7992,266.4
1184,1,7997,266.57
1185,1,7998,266.6
1188,1,8020,267.33
1189,1,8027,267.57
1191,1,8036,267.87
1192,1,8037,267.9
1193,1,8053,268.43
1194,1,8054,268.47
1195,1,8061,268.7
1197,1,8062,268.73
1196,1,8068,268.93
1199,1,8069,268.97
1200,1,8073,269.1
1198,1,8075,269.17
1202,1,8082,269.4
1204,1,8100,270.0
1205,1,8101,270.03
1206,1,8109,270.3
1207,1,8118,270.6
1208,1,8121,270.7
1210,1,8130,271.0
1211,1,8133,271.1
1212,1,8145,271.5
1214,1,8151,271.7
1213,1,8151,271.7
1215,1,8162,272.07
1216,1,8165,272.17
1217,1,8169,272.3
1218,1,8177,272.57
1219,1,8183,272.77
1220,1,8189,272.97
1222,1,8190,273.0
1221,1,8190,273.0
1223,1,8191,273.03
1225,1,8218,273.93
1226,1,8223,274.1
1229,1,8231,274.37
1230,1,8232,274.4
1231,1,8234,274.47
1232,1,8235,274.5
1227,1,8236,274.53
1233,1,8252,275.07
1235,1,8259,275.3
1236,1,8260,275.33
1238,1,8264,275.47
1237,1,8264,275.47
1239,1,8273,275.77
1240,1,8274,275.8
1241,1,8277,275.9
1242,1,8285,276.17
1244,1,8296,276.53
1246,1,8314,277.13
1247,1,8323,277.43
1248,1,8324,277.47
1249,1,8339,277.97
1251,1,8341,278.03
1250,1,8341,278.03
1253,1,8364,278.8
1256,1,8369,278.97
1255,1,8369,278.97
1257,1,8377,279.23
1258,1,8378,279.27
1254,1,8378,279.27
1260,1,8379,279.3
1259,1,8379,279.3
1261,1,8385,279.5
1262,1,8386,279.53
1263,1,8390,279.67
1264,1,8392,279.73
1265,1,8393,279.77
1266,1,8396,279.87
1267,1,8403,280.1
1268,1,8413,280.43
1269,1,8433,281.1
1271,1,8448,281.6
1272,1,8457,281.9
1275,1,8464,282.13
1276,1,8467,282.23
1277,1,8468,282.27
1274,1,8469,282.3
1279,1,8472,282.4
1278,1,8472,282.4
1273,1,8473,282.43
1280,1,8476,282.53
1281,1,8477,282.57
1282,1,8478,282.6
1283,1,8485,282.83
1285,1,8488,282.93
1286,1,8500,283.33
1288,1,8505,283.5
1289,1,8511,283.7
1291,1,8512,283.73
1290,1,8512,283.73
1292,1,8515,283.83
1293,1,8517,283.9
1297,1,8548,284.93
1298,1,8551,285.03
1299,1,8562,285.4
1300,1,8564,285.47
1301,1,8569,285.63
1302,1,8579,285.97
1303,1,8603,286.77
1304,1,8620,287.33
1305,1,8631,287.7
1306,1,8639,287.97
1307,1,8642,288.07
1308,1,8665,288.83
1309,1,8667,288.9
1310,1,8673,289.1
1312,1,8677,289.23
1313,1,8693,289.77
1314,1,8696,289.87
1316,1,8699,289.97
1315,1,8699,289.97
1317,1,8700,290.0
1319,2,8757,291.9
1320,1,8760,292.0
1318,1,8767,292.23
1322,2,8771,292.37
1324,1,8772,292.4
1327,1,8785,292.83
1326,1,8785,292.83
1329,1,8795,293.17
1331,1,8803,293.43
1332,1,8805,293.5
1333,1,8809,293.63
1334,1,8811,293.7
1335,1,8822,294.07
1337,1,8835,294.5
1336,1,8835,294.5
1338,1,8838,294.6
1339,1,8851,295.03
1340,1,8855,295.17
1341,1,8868,295.6
1342,1,8870,295.67
1343,1,8880,296.0
1344,1,8887,296.23
1345,1,8888,296.27
1346,1,8902,296.73
1347,1,8910,297.0
1348,1,8911,297.03
1349,1,8924,297.47
1351,1,8925,297.5
1350,1,8925,297.5
1352,1,8931,297.7
1355,1,8936,297.87
1354,1,8940,298.0
1356,1,8958,298.6
1357,1,8965,298.83
1359,1,8970,299.0
1360,1,8997,299.9
1362,1,9000,300.0
1361,1,9000,300.0
1363,1,9002,300.07
1364,1,9010,300.33
1365,1,9014,300.47
1367,1,9020,300.67
1368,1,9025,300.83
1369,1,9029,300.97
1366,1,9032,301.07
1370,1,9035,301.17
1371,1,9036,301.2
1372,1,9042,301.4
1373,2,9047,301.57
1374,2,9048,301.6
1375,1,9052,301.73
1376,1,9062,302.07
1377,1,9072,302.4
1378,1,9076,302.53
1379,1,9090,303.0
1380,1,9100,303.33
1382,1,9120,304.0
1384,1,9124,304.13
1383,1,9124,304.13
1386,1,9129,304.3
1387,1,9134,304.47
1385,1,9135,304.5
1388,1,9146,304.87
1389,2,9163,305.43
1390,2,9164,305.47
1393,1,9177,305.9
